receipt, quantity, food_id, month
20225,1,39,9
20225,1,17,9
20226,2,45,3
20226,2,21,3
20227,5,32,9
20227,5,41,9
20227,4,24,9
20228,4,22,6
20228,2,5,6
20229,5,28,5
20229,3,33,5
20230,2,7,11
20230,3,11,11
20230,2,37,11
20230,4,45,11
20231,2,7,12
20231,2,25,12
20231,2,30,12
20232,5,24,3
20232,2,12,3
20232,1,36,3
20232,1,6,3
20233,4,33,11
20234,2,42,6
20234,5,43,6
20234,3,1,6
20235,1,0,6
20235,1,46,6
20235,5,2,6
20235,1,23,6
20235,2,10,6
20235,4,5,6
20235,2,1,6
20235,4,20,6
20236,2,0,6
20236,2,46,6
20236,5,2,6
20236,1,13,6
20237,4,7,8
20237,3,11,8
20237,3,37,8
20237,2,45,8
20238,2,42,10
20238,1,26,10
20238,4,1,10
20238,3,39,10
20238,4,41,10
20238,1,7,10
20239,1,22,9
20239,3,5,9
20239,3,29,9
20239,3,10,9
20239,4,13,9
20240,3,10,5
20241,2,7,9
20241,5,15,9
20242,4,7,10
20242,1,11,10
20242,5,37,10
20242,2,45,10
20243,5,17,8
20243,4,47,8
20243,1,29,8
20243,5,1,8
20243,4,14,8
20243,5,13,8
20243,1,0,8
20244,4,22,8
20244,1,5,8
20244,2,45,8
20244,4,4,8
20245,3,20,4
20245,5,11,4
20245,4,7,4
20245,5,1,4
20245,3,21,4
20246,1,34,5
20246,1,41,5
20246,4,17,5
20246,3,18,5
20246,4,6,5
20246,3,10,5
20247,4,4,4
20247,2,9,4
20247,3,10,4
20247,2,23,4
20247,5,8,4
20248,4,12,2
20248,1,31,2
20248,1,36,2
20248,5,48,2
20249,5,26,1
20249,1,39,1
20249,4,6,1
20249,2,35,1
20249,1,18,1
20249,2,47,1
20250,1,16,11
20250,5,32,11
20250,5,45,11
20250,4,43,11
20251,5,28,8
20251,3,23,8
20251,4,5,8
20252,3,4,1
20252,5,9,1
20252,2,28,1
20252,4,16,1
20252,3,20,1
20252,1,36,1
20252,1,27,1
20252,1,3,1
20253,3,1,5
20253,1,19,5
20253,1,25,5
20253,3,14,5
20254,5,21,12
20254,2,38,12
20255,1,7,8
20255,3,15,8
20255,3,49,8
20255,3,11,8
20256,4,23,11
20256,4,24,11
20256,2,40,11
20256,3,41,11
20256,5,43,11
20257,1,23,3
20257,5,24,3
20257,3,40,3
20257,4,41,3
20257,3,43,3
20258,1,22,10
20258,5,5,10
20258,4,19,10
20258,3,48,10
20258,1,15,10
20259,4,28,3
20259,3,27,3
20259,2,32,3
20259,4,17,3
20260,3,42,2
20260,4,33,2
20260,1,29,2
20261,5,18,6
20261,1,35,6
20261,1,3,6
20262,3,32,1
20262,1,48,1
20262,5,33,1
20263,1,28,1
20263,5,24,1
20263,1,11,1
20263,3,15,1
20264,1,18,10
20264,5,35,10
20264,3,3,10
20265,4,7,10
20265,3,11,10
20265,4,37,10
20265,3,45,10
20266,4,14,11
20266,1,19,11
20267,1,31,1
20267,4,2,1
20267,4,7,1
20267,1,6,1
20268,2,34,6
20268,2,22,6
20268,3,17,6
20269,4,28,10
20269,5,27,10
20270,4,1,9
20270,2,19,9
20271,4,0,1
20271,4,46,1
20271,5,2,1
20272,5,1,1
20272,5,19,1
20272,3,36,1
20272,5,13,1
20273,4,16,9
20273,4,32,9
20273,2,45,9
20273,2,41,9
20273,1,38,9
20273,1,47,9
20274,4,8,3
20274,1,24,3
20274,2,9,3
20274,2,47,3
20274,4,38,3
20275,5,4,4
20275,5,45,4
20276,3,25,9
20276,1,49,9
20276,2,12,9
20277,4,17,8
20277,5,47,8
20277,5,12,8
20277,5,41,8
20277,5,37,8
20277,3,18,8
20278,4,23,5
20278,5,24,5
20278,5,40,5
20278,5,41,5
20278,5,43,5
20279,3,32,5
20279,4,24,5
20279,1,10,5
20279,2,31,5
20280,5,42,10
20280,4,33,10
20280,4,27,10
20280,5,32,10
20281,1,15,12
20281,2,41,12
20281,3,20,12
20281,3,10,12
20282,4,18,1
20282,2,35,1
20282,4,3,1
20283,4,17,8
20283,4,47,8
20283,2,29,8
20284,2,17,4
20284,5,47,4
20284,1,48,4
20285,3,28,2
20285,1,27,2
20285,4,33,2
20286,4,45,12
20286,1,44,12
20287,5,36,3
20288,4,15,6
20288,3,49,6
20288,5,46,6
20288,2,8,6
20288,1,39,6
20289,2,17,5
20289,3,12,5
20289,4,19,5
20290,3,18,4
20290,2,35,4
20290,5,3,4
20291,2,23,8
20291,1,16,8
20291,1,19,8
20291,3,40,8
20291,2,42,8
20292,2,36,5
20293,3,24,8
20293,2,2,8
20294,2,38,5
20294,4,5,5
20294,4,11,5
20294,5,32,5
20294,2,33,5
20294,4,19,5
20295,4,35,11
20295,4,39,11
20296,1,17,4
20296,3,47,4
20296,3,29,4
20296,1,44,4
20297,2,6,8
20297,1,7,8
20297,2,43,8
20298,3,3,2
20298,2,8,2
20298,5,48,2
20298,3,7,2
20299,2,4,3
20299,5,7,3
20299,5,37,3
20299,4,25,3
20300,4,0,9
20300,1,46,9
20300,1,2,9
20301,3,4,11
20301,3,9,11
20301,5,43,11
20301,3,15,11
20302,4,7,6
20302,3,15,6
20302,3,49,6
20303,3,14,10
20303,1,44,10
20303,2,13,10
20303,4,0,10
20303,4,8,10
20304,1,0,12
20304,3,46,12
20304,4,2,12
20305,3,18,9
20305,3,35,9
20305,5,3,9
20306,3,4,7
20306,4,9,7
20307,1,42,12
20307,5,33,12
20308,3,1,8
20308,2,19,8
20308,5,9,8
20309,1,30,4
20309,2,12,4
20309,1,41,4
20310,5,14,11
20310,1,17,11
20311,3,4,9
20311,5,9,9
20311,2,42,9
20312,2,1,4
20312,5,19,4
20313,3,5,6
20314,5,0,6
20314,2,25,6
20315,1,1,11
20315,4,19,11
20315,2,42,11
20316,1,7,4
20316,3,15,4
20316,5,49,4
20317,3,17,12
20317,2,47,12
20317,5,29,12
20317,4,9,12
20317,3,44,12
20317,2,37,12
20317,4,33,12
20318,1,12,11
20318,1,31,11
20318,2,36,11
20318,3,48,11
20318,4,24,11
20319,1,34,2
20320,3,14,1
20320,1,44,1
20321,4,1,2
20321,1,19,2
20321,5,18,2
20322,1,1,12
20322,2,19,12
20322,4,15,12
20322,5,44,12
20322,1,46,12
20323,3,4,4
20323,2,30,4
20323,3,24,4
20324,2,17,11
20324,5,47,11
20324,4,29,11
20325,3,28,10
20325,2,27,10
20325,5,47,10
20325,5,34,10
20325,5,15,10
20326,2,0,12
20326,2,46,12
20326,4,40,12
20326,2,41,12
20327,1,22,1
20327,4,5,1
20327,3,4,1
20327,4,24,1
20327,3,27,1
20328,4,4,8
20328,2,9,8
20329,4,16,3
20329,3,6,3
20330,5,1,10
20330,2,19,10
20330,5,9,10
20330,1,22,10
20331,2,42,8
20331,4,33,8
20331,2,2,8
20332,4,1,7
20332,4,17,7
20332,2,6,7
20332,3,38,7
20333,4,45,4
20333,4,14,4
20333,5,40,4
20333,2,39,4
20333,5,38,4
20333,2,49,4
20334,2,19,7
20335,1,0,5
20335,5,46,5
20335,1,2,5
20336,5,42,9
20337,4,36,4
20338,5,16,11
20338,2,32,11
20338,4,45,11
20338,2,28,11
20338,5,27,11
20339,5,44,3
20339,5,35,3
20339,5,4,3
20339,3,38,3
20340,1,4,1
20340,3,9,1
20340,4,45,1
20341,5,16,5
20341,5,32,5
20341,4,45,5
20341,4,48,5
20342,1,17,6
20342,2,47,6
20342,1,36,6
20343,4,28,6
20343,4,27,6
20344,5,15,3
20344,1,27,3
20344,2,18,3
20345,1,14,6
20345,1,44,6
20345,3,26,6
20345,1,21,6
20346,3,36,10
20346,2,18,10
20346,4,31,10
20346,1,16,10
20346,4,1,10
20347,2,0,12
20347,2,46,12
20347,2,2,12
20347,2,11,12
20348,4,29,11
20348,2,31,11
20348,2,39,11
20348,4,13,11
20348,5,37,11
20348,4,5,11
20348,5,32,11
20348,1,12,11
20349,1,39,11
20349,5,11,11
20349,3,31,11
20349,3,47,11
20349,5,19,11
20350,3,14,10
20350,3,44,10
20351,3,42,5
20351,3,33,5
20351,2,2,5
20351,3,20,5
20352,5,5,2
20352,2,20,2
20353,5,0,2
20353,1,46,2
20353,3,2,2
20354,1,7,8
20354,4,11,8
20354,4,37,8
20354,1,45,8
20355,2,16,5
20355,5,32,5
20355,1,45,5
20356,1,4,8
20356,5,9,8
20356,5,41,8
20356,5,36,8
20357,4,49,11
20357,4,39,11
20357,4,29,11
20358,4,12,6
20358,2,11,6
20358,1,31,6
20358,3,16,6
20358,5,43,6
20359,3,14,2
20359,4,44,2
20360,5,4,12
20360,3,49,12
20360,3,47,12
20361,4,2,1
20361,3,35,1
20361,5,41,1
20361,1,32,1
20362,4,22,5
20362,3,3,5
20362,1,19,5
20363,5,23,1
20363,3,10,1
20363,3,38,1
20363,1,42,1
20363,4,25,1
20364,2,30,8
20364,3,23,8
20365,2,0,2
20365,5,46,2
20365,1,26,2
20365,1,12,2
20366,5,12,12
20366,5,31,12
20366,2,36,12
20366,5,48,12
20366,1,30,12
20366,2,25,12
20366,3,38,12
20367,1,0,11
20367,1,46,11
20367,4,2,11
20368,4,16,12
20368,5,32,12
20368,2,45,12
20369,5,18,7
20369,2,35,7
20369,4,3,7
20370,5,7,8
20370,2,11,8
20370,5,37,8
20371,4,46,2
20371,4,34,2
20371,3,10,2
20371,5,23,2
20372,5,16,10
20372,4,32,10
20372,3,45,10
20373,3,32,8
20373,3,36,8
20373,4,35,8
20374,3,42,5
20374,4,3,5
20374,2,27,5
20375,4,6,2
20375,1,8,2
20376,3,0,9
20376,1,38,9
20376,2,31,9
20377,4,16,6
20377,4,32,6
20377,1,45,6
20378,1,22,6
20378,1,8,6
20378,1,0,6
20379,4,22,9
20379,2,5,9
20380,1,16,1
20380,1,32,1
20380,5,45,1
20380,4,38,1
20380,3,31,1
20381,5,42,6
20381,4,33,6
20381,4,11,6
20382,3,15,6
20382,3,8,6
20382,3,43,6
20383,4,4,7
20383,2,2,7
20384,2,4,6
20384,3,9,6
20384,2,32,6
20384,2,43,6
20384,1,42,6
20384,4,36,6
20384,3,20,6
20384,4,38,6
20385,1,0,7
20385,1,46,7
20385,1,1,7
20385,2,32,7
20385,5,4,7
20386,4,12,10
20386,4,31,10
20386,1,36,10
20386,5,48,10
20387,1,28,8
20387,5,39,8
20387,3,34,8
20387,2,13,8
20387,4,24,8
20387,1,48,8
20387,5,11,8
20388,2,33,6
20388,3,35,6
20388,2,17,6
20389,5,7,6
20389,4,15,6
20390,3,21,9
20390,4,40,9
20390,4,49,9
20391,3,11,10
20391,3,39,10
20391,2,31,10
20391,3,7,10
20391,5,24,10
20392,1,43,6
20393,3,23,2
20393,1,24,2
20393,3,40,2
20393,5,41,2
20393,4,43,2
20394,4,4,1
20394,1,9,1
20394,2,18,1
20394,1,2,1
20394,5,30,1
20394,4,43,1
20395,4,14,9
20395,1,44,9
20396,5,45,11
20396,4,31,11
20397,2,38,1
20398,1,1,2
20398,5,19,2
20399,2,7,1
20399,1,15,1
20399,5,49,1
20399,3,17,1
20400,5,1,8
20400,5,19,8
20400,4,11,8
20400,2,44,8
20401,5,1,2
20401,5,19,2
20402,1,2,5
20402,1,40,5
20403,5,19,12
20403,5,0,12
20403,4,38,12
20404,1,42,12
20404,1,33,12
20404,3,12,12
20405,5,1,10
20405,3,42,10
20406,5,18,9
20406,1,35,9
20406,5,4,9
20406,3,31,9
20407,2,11,5
20407,3,46,5
20407,1,8,5
20408,2,0,2
20408,4,43,2
20409,2,19,5
20409,3,22,5
20409,4,14,5
20410,4,44,8
20410,1,10,8
20410,4,16,8
20410,3,19,8
20411,2,4,10
20411,3,9,10
20411,5,26,10
20412,5,17,3
20412,4,5,3
20413,5,47,11
20413,1,28,11
20414,4,17,7
20414,2,47,7
20414,5,29,7
20415,4,4,1
20415,5,9,1
20415,2,33,1
20415,1,31,1
20416,4,0,1
20416,2,46,1
20416,5,2,1
20416,4,37,1
20417,4,16,3
20417,5,32,3
20417,5,45,3
20418,2,10,1
20418,5,13,1
20419,3,48,8
20419,5,41,8
20419,3,33,8
20420,4,44,10
20420,2,27,10
20420,3,32,10
20421,5,22,8
20421,5,5,8
20421,5,35,8
20421,3,7,8
20422,3,4,7
20423,4,23,7
20423,5,36,7
20424,5,5,8
20424,3,48,8
20424,3,25,8
20425,1,14,2
20425,3,21,2
20425,4,39,2
20425,2,1,2
20425,4,13,2
20426,5,16,5
20426,3,32,5
20426,2,25,5
20427,1,18,1
20427,3,35,1
20427,4,3,1
20427,1,36,1
20428,1,42,4
20428,2,33,4
20428,3,20,4
20429,1,22,7
20429,2,5,7
20430,4,1,2
20430,3,19,2
20430,1,39,2
20430,4,7,2
20430,3,44,2
20431,4,7,5
20431,4,15,5
20431,5,49,5
20432,3,7,6
20432,1,11,6
20432,3,37,6
20432,5,45,6
20432,5,9,6
20432,1,23,6
20432,3,17,6
20432,3,36,6
20433,1,12,8
20433,4,31,8
20433,4,36,8
20433,4,48,8
20434,1,8,8
20434,2,0,8
20434,3,14,8
20435,2,28,9
20435,5,29,9
20436,1,18,10
20436,2,8,10
20436,1,31,10
20436,3,42,10
20436,4,11,10
20437,4,34,11
20437,2,33,11
20438,4,42,4
20438,1,4,4
20438,1,11,4
20438,3,15,4
20438,1,35,4
20438,3,22,4
20438,5,28,4
20439,4,17,8
20439,5,47,8
20439,5,29,8
20440,4,0,1
20440,5,46,1
20440,1,2,1
20441,3,0,1
20441,2,46,1
20441,1,2,1
20442,3,7,2
20442,2,11,2
20442,3,37,2
20442,4,45,2
20443,1,23,4
20443,4,24,4
20443,2,40,4
20443,5,41,4
20443,5,43,4
20444,1,4,1
20444,3,9,1
20445,2,14,6
20445,2,32,6
20445,3,11,6
20445,1,34,6
20445,4,17,6
20445,4,20,6
20445,5,29,6
20446,2,22,11
20446,4,5,11
20446,2,40,11
20446,5,17,11
20446,5,25,11
20446,1,15,11
20446,2,26,11
20447,5,14,9
20447,4,44,9
20448,3,11,10
20449,1,25,3
20449,1,18,3
20449,4,7,3
20449,1,45,3
20449,4,29,3
20450,3,19,10
20450,1,26,10
20450,2,28,10
20451,4,25,7
20452,1,17,3
20452,4,47,3
20453,4,22,1
20453,1,45,1
20454,3,23,10
20454,5,21,10
20454,3,6,10
20455,4,19,9
20455,5,28,9
20455,4,47,9
20456,1,12,4
20456,2,31,4
20456,2,36,4
20456,2,48,4
20457,2,11,6
20457,1,49,6
20458,2,17,8
20458,4,47,8
20458,2,29,8
20459,2,45,7
20459,1,7,7
20460,3,42,3
20460,3,33,3
20460,1,47,3
20461,2,18,5
20461,1,35,5
20461,4,30,5
20461,1,47,5
20462,4,0,2
20462,3,46,2
20462,4,2,2
20463,4,4,12
20463,5,13,12
20463,1,31,12
20463,3,10,12
20463,5,49,12
20464,4,44,1
20464,5,7,1
20465,5,14,5
20465,5,20,5
20465,5,25,5
20465,5,39,5
20466,5,16,7
20466,4,32,7
20466,1,45,7
20466,1,8,7
20466,4,31,7
20467,3,15,2
20467,2,38,2
20467,5,30,2
20467,2,5,2
20468,4,0,9
20468,4,46,9
20468,5,2,9
20469,4,16,9
20469,1,32,9
20469,2,45,9
20469,4,13,9
20470,4,18,6
20470,1,35,6
20471,4,38,11
20471,1,13,11
20471,1,44,11
20471,3,41,11
20471,1,34,11
20471,4,30,11
20471,2,15,11
20471,4,9,11
20472,1,14,10
20473,2,1,5
20473,5,19,5
20474,2,1,4
20474,1,33,4
20474,5,16,4
20474,5,29,4
20474,1,20,4
20474,4,39,4
20474,2,48,4
20475,2,48,10
20475,5,35,10
20475,4,46,10
20476,5,1,5
20476,3,19,5
20477,2,17,7
20477,5,47,7
20477,1,29,7
20478,4,17,10
20478,1,47,10
20478,3,29,10
20478,2,34,10
20479,1,42,12
20479,4,33,12
20479,1,13,12
20479,5,17,12
20479,4,49,12
20479,5,38,12
20479,4,7,12
20480,2,22,6
20480,4,5,6
20480,5,23,6
20480,2,44,6
20480,1,39,6
20480,1,18,6
20481,4,38,9
20481,3,45,9
20481,2,48,9
20482,2,40,10
20482,5,29,10
20482,4,43,10
20482,2,34,10
20482,1,30,10
20482,3,6,10
20482,5,9,10
20483,3,24,11
20483,1,32,11
20484,4,47,2
20484,1,17,2
20485,2,6,2
20485,1,5,2
20485,3,39,2
20485,3,37,2
20486,3,42,8
20486,1,33,8
20486,3,15,8
20487,5,1,7
20487,4,19,7
20487,3,23,7
20487,1,14,7
20487,5,7,7
20488,1,39,8
20488,2,32,8
20488,2,46,8
20488,2,2,8
20489,4,42,11
20489,5,23,11
20489,2,37,11
20489,2,35,11
20489,5,1,11
20489,2,47,11
20490,3,1,6
20490,4,19,6
20490,2,35,6
20490,4,14,6
20490,3,18,6
20490,4,32,6
20491,5,17,9
20491,2,47,9
20491,2,29,9
20492,3,33,4
20492,4,5,4
20492,5,37,4
20492,5,20,4
20493,2,14,8
20493,1,44,8
20493,5,15,8
20493,1,36,8
20493,1,0,8
20494,4,42,2
20494,2,33,2
20494,2,29,2
20495,3,18,4
20495,4,35,4
20495,1,3,4
20496,5,16,9
20496,5,32,9
20496,1,45,9
20496,5,30,9
20496,5,0,9
20497,3,7,6
20497,2,15,6
20497,2,49,6
20498,4,16,3
20498,1,32,3
20498,4,45,3
20498,3,24,3
20499,4,22,2
20500,5,1,2
20500,2,24,2
20501,3,17,4
20501,5,47,4
20501,4,29,4
20502,5,28,1
20502,1,27,1
20503,5,16,10
20503,2,29,10
20503,5,24,10
20503,4,7,10
20503,2,10,10
20504,4,22,1
20504,2,5,1
20504,2,1,1
20504,4,28,1
20504,4,39,1
20505,3,13,6
20505,2,42,6
20505,1,14,6
20505,4,28,6
20506,3,7,6
20506,2,15,6
20506,2,49,6
20506,4,46,6
20506,3,16,6
20507,5,39,12
20507,4,44,12
20507,2,38,12
20508,3,8,8
20508,2,9,8
20508,2,28,8
20508,2,38,8
20509,5,16,6
20509,5,32,6
20509,2,45,6
20510,5,12,11
20510,2,31,11
20510,3,36,11
20511,5,7,11
20511,5,15,11
20511,3,49,11
20512,2,44,1
20512,1,27,1
20512,3,46,1
20512,4,35,1
20513,3,20,4
20513,4,40,4
20513,4,4,4
20513,2,14,4
20513,3,2,4
20513,5,16,4
20513,5,18,4
20514,1,38,6
20514,4,27,6
20515,4,17,12
20515,2,47,12
20515,1,15,12
20516,2,41,11
20516,1,30,11
20516,5,37,11
20516,3,23,11
20516,1,0,11
20516,2,8,11
20517,2,14,4
20517,4,44,4
20517,2,42,4
20518,1,28,2
20518,5,27,2
20518,5,11,2
20518,2,48,2
20519,4,12,2
20519,5,31,2
20519,3,36,2
20519,3,48,2
20520,4,10,9
20521,3,31,7
20521,3,4,7
20522,5,12,9
20522,5,30,9
20522,1,21,9
20523,4,14,9
20523,2,44,9
20524,2,42,11
20524,1,33,11
20525,2,7,2
20525,5,15,2
20525,2,49,2
20525,1,47,2
20525,5,38,2
20525,2,13,2
20526,4,16,9
20526,5,32,9
20526,3,45,9
20527,3,23,7
20527,1,24,7
20527,1,40,7
20527,1,41,7
20528,2,10,6
20528,3,38,6
20528,1,8,6
20529,1,0,3
20529,1,32,3
20529,5,27,3
20529,5,21,3
20529,3,49,3
20529,4,1,3
20530,4,4,12
20530,1,9,12
20530,3,25,12
20530,5,26,12
20531,4,7,5
20531,5,15,5
20531,1,49,5
20532,2,7,11
20532,2,15,11
20533,1,16,7
20533,1,32,7
20533,1,45,7
20534,4,34,1
20534,2,18,1
20534,5,8,1
20534,2,3,1
20535,3,24,4
20535,1,0,4
20536,3,7,10
20536,1,11,10
20536,3,37,10
20536,1,45,10
20537,2,18,11
20537,2,35,11
20537,3,3,11
20537,3,1,11
20537,5,7,11
20538,3,48,12
20538,2,1,12
20538,4,30,12
20539,4,3,3
20539,1,24,3
20539,3,11,3
20539,3,23,3
20540,3,36,2
20540,2,17,2
20540,1,31,2
20541,4,7,8
20541,4,15,8
20541,1,49,8
20542,3,7,10
20542,2,15,10
20542,5,49,10
20542,1,41,10
20542,4,28,10
20542,5,46,10
20543,2,16,2
20543,2,32,2
20543,5,45,2
20544,2,7,3
20544,2,15,3
20544,2,26,3
20544,2,3,3
20545,1,9,12
20545,5,2,12
20545,5,0,12
20546,5,4,2
20546,3,3,2
20546,4,29,2
20547,4,22,2
20547,2,5,2
20547,4,49,2
20548,5,29,8
20548,4,8,8
20548,4,13,8
20549,3,46,7
20549,5,19,7
20549,3,45,7
20549,4,5,7
20549,2,44,7
20549,5,30,7
20549,1,28,7
20550,3,8,7
20550,4,34,7
20551,1,42,5
20551,1,33,5
20551,5,8,5
20551,3,25,5
20551,1,39,5
20552,4,18,6
20552,3,35,6
20552,1,3,6
20553,4,29,3
20553,1,9,3
20553,3,30,3
20554,2,5,7
20554,5,27,7
20555,3,10,9
20555,4,21,9
20555,3,11,9
20556,5,10,2
20556,5,47,2
20556,1,27,2
20556,5,18,2
20556,2,6,2
20556,2,43,2
20557,3,27,12
20557,4,3,12
20558,5,0,1
20558,1,46,1
20558,5,2,1
20559,4,0,7
20559,2,46,7
20559,1,2,7
20560,3,28,12
20560,4,46,12
20560,2,5,12
20561,5,17,11
20561,1,47,11
20561,2,29,11
20561,1,40,11
20561,3,11,11
20561,2,15,11
20561,2,25,11
20562,4,12,5
20562,3,31,5
20562,3,36,5
20563,1,16,10
20563,2,32,10
20563,1,45,10
20564,3,17,2
20564,4,15,2
20564,3,14,2
20565,3,42,6
20565,4,33,6
20565,2,7,6
20566,4,0,1
20566,1,46,1
20566,3,2,1
20566,4,20,1
20567,1,21,5
20567,5,17,5
20567,3,10,5
20567,3,43,5
20568,2,14,10
20568,1,44,10
20568,3,1,10
20568,4,46,10
20569,5,15,8
20569,1,0,8
20569,5,4,8
20569,2,10,8
20569,2,9,8
20570,3,17,3
20570,5,47,3
20570,2,29,3
20571,5,4,10
20571,2,9,10
20572,2,22,5
20572,5,5,5
20572,4,36,5
20572,4,8,5
20573,2,48,8
20573,3,17,8
20573,4,43,8
20573,5,47,8
20574,1,10,1
20574,4,24,1
20574,3,1,1
20575,1,22,1
20575,4,5,1
20575,5,2,1
20575,1,34,1
20575,4,46,1
20576,5,18,8
20576,4,35,8
20576,5,3,8
20577,1,40,2
20577,5,20,2
20577,2,39,2
20577,4,25,2
20577,2,38,2
20578,4,4,1
20578,4,25,1
20579,1,40,10
20579,3,17,10
20579,1,39,10
20579,2,37,10
20579,1,16,10
20580,4,0,4
20580,2,46,4
20580,4,2,4
20581,2,8,1
20581,4,4,1
20581,4,12,1
20581,2,44,1
20582,4,5,5
20582,4,41,5
20583,4,28,8
20583,2,6,8
20583,1,14,8
20583,5,27,8
20584,4,23,8
20584,5,24,8
20584,2,40,8
20584,2,41,8
20585,3,38,11
20586,2,22,3
20586,1,5,3
20586,2,12,3
20587,1,16,8
20587,2,32,8
20587,5,45,8
20587,4,43,8
20587,5,38,8
20588,3,0,6
20589,4,7,11
20589,4,15,11
20589,1,49,11
20590,2,18,3
20590,1,35,3
20590,5,3,3
20591,4,23,3
20591,4,24,3
20591,1,40,3
20591,3,41,3
20591,2,43,3
20592,1,28,12
20592,5,27,12
20593,1,42,11
20593,2,33,11
20593,4,0,11
20594,3,18,5
20594,3,35,5
20594,4,17,5
20595,2,7,4
20595,1,15,4
20595,1,49,4
20595,2,28,4
20596,1,21,8
20596,5,30,8
20596,2,14,8
20596,5,0,8
20597,3,4,5
20597,2,9,5
20598,1,28,9
20598,5,27,9
20598,3,24,9
20599,3,14,3
20599,4,44,3
20600,1,18,4
20600,5,35,4
20600,3,3,4
20601,3,23,8
20601,4,32,8
20601,2,11,8
20601,4,12,8
20602,1,7,2
20602,3,15,2
20602,5,49,2
20602,2,6,2
20602,1,5,2
20602,5,34,2
20603,2,7,1
20603,1,11,1
20603,2,37,1
20603,4,45,1
20604,5,1,8
20604,1,8,8
20604,1,5,8
20604,1,9,8
20604,1,22,8
20605,2,16,1
20605,2,32,1
20605,2,45,1
20606,5,0,11
20606,4,46,11
20606,4,14,11
20606,5,6,11
20606,4,20,11
20606,2,23,11
20607,3,42,1
20607,1,33,1
20607,4,21,1
20608,1,22,6
20608,5,5,6
20608,5,23,6
20608,1,42,6
20608,2,0,6
20608,5,12,6
20609,2,0,7
20609,2,14,7
20609,3,5,7
20609,5,34,7
20610,4,13,6
20610,5,14,6
20610,2,47,6
20611,2,28,8
20611,5,27,8
20611,4,1,8
20611,3,26,8
20611,4,35,8
20611,3,17,8
20611,4,14,8
20612,3,22,1
20612,3,5,1
20612,5,9,1
20612,3,40,1
20613,3,11,1
20613,4,13,1
20613,5,40,1
20613,3,48,1
20614,2,44,2
20614,3,15,2
20614,5,7,2
20614,3,4,2
20614,3,11,2
20615,3,42,8
20615,5,33,8
20616,1,22,12
20616,5,21,12
20616,2,27,12
20617,5,28,8
20617,1,22,8
20618,5,12,3
20618,1,31,3
20618,4,36,3
20618,5,48,3
20619,2,4,9
20619,1,9,9
20620,2,28,12
20620,1,5,12
20620,4,0,12
20620,1,13,12
20621,1,23,1
20621,5,24,1
20621,2,40,1
20621,2,41,1
20621,4,43,1
20622,4,20,2
20622,5,11,2
20623,4,4,12
20623,3,9,12
20623,3,38,12
20623,1,5,12
20623,4,18,12
20623,1,46,12
20623,3,43,12
20624,3,26,5
20624,5,43,5
20624,2,25,5
20625,4,46,3
20625,4,26,3
20625,5,12,3
20626,4,37,5
20627,1,18,11
20627,2,35,11
20627,4,3,11
20628,1,6,1
20628,1,42,1
20628,2,35,1
20629,2,28,9
20629,1,27,9
20629,3,40,9
20629,1,30,9
20630,4,22,7
20630,4,41,7
20630,4,34,7
20630,3,7,7
20630,4,37,7
20630,4,5,7
20630,1,4,7
20631,5,42,5
20631,3,33,5
20631,2,23,5
20631,3,38,5
20631,5,13,5
20632,1,4,9
20632,2,9,9
20633,5,28,9
20633,1,27,9
20633,1,29,9
20633,5,11,9
20633,5,4,9
20633,5,47,9
20634,3,22,8
20634,3,5,8
20635,2,0,12
20635,3,46,12
20635,1,2,12
20636,4,44,11
20636,3,46,11
20637,2,26,3
20637,1,15,3
20637,5,48,3
20638,3,12,3
20638,3,31,3
20638,4,36,3
20638,2,48,3
20639,3,4,1
20639,5,9,1
20640,3,1,9
20640,2,19,9
20640,5,14,9
20641,4,16,10
20641,1,32,10
20641,3,45,10
20642,2,0,5
20643,2,42,10
20643,4,33,10
20644,5,17,11
20644,2,15,11
20644,3,14,11
20645,4,0,4
20645,2,46,4
20645,2,45,4
20645,4,7,4
20645,3,25,4
20646,3,44,4
20646,1,22,4
20647,5,34,4
20647,2,25,4
20647,2,2,4
20648,4,9,10
20648,4,43,10
20648,5,30,10
20648,5,11,10
20648,3,49,10
20648,4,27,10
20649,1,31,7
20649,4,21,7
20649,5,47,7
20649,1,39,7
20649,3,13,7
20650,2,24,9
20650,2,21,9
20650,1,30,9
20650,1,18,9
20651,4,17,4
20651,4,47,4
20651,3,29,4
20651,3,35,4
20652,3,49,1
20652,2,35,1
20652,3,13,1
20652,1,5,1
20653,1,26,3
20653,1,4,3
20653,2,32,3
20654,1,7,7
20654,3,15,7
20654,2,49,7
20655,1,16,11
20655,1,32,11
20655,4,45,11
20656,1,40,8
20656,1,35,8
20657,2,4,10
20657,5,31,10
20657,3,36,10
20657,5,19,10
20658,3,28,4
20658,2,45,4
20658,5,29,4
20659,1,22,8
20659,5,5,8
20660,1,4,6
20660,3,9,6
20660,1,47,6
20660,3,5,6
20660,3,24,6
20661,1,28,12
20661,3,27,12
20661,1,14,12
20661,3,21,12
20661,2,48,12
20662,1,7,2
20662,2,15,2
20662,5,35,2
20662,4,30,2
20662,2,39,2
20663,2,22,6
20663,5,30,6
20663,1,16,6
20664,2,47,1
20664,3,20,1
20664,4,10,1
20665,3,8,5
20665,5,26,5
20665,3,33,5
20665,3,32,5
20666,1,46,2
20666,2,18,2
